index,"California Hospital Risk-Adjusted Mortality Rates (RAMR), Total Deaths and Cases, and Quality Ratings for Inpatient Mortality Indicators, 2010",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
103,Los Angeles,Huntington Memorial Hospital,,0,0,3,,0,0,7,,11.6,1,11,,7,7,190,,6.4,19,294,,2.1,10,509,,12.2,50,409,,1.8,5,279,,1.4,2,179,,1.8,6,417,Better,2.3,8,345,,0,0,39,
104,Los Angeles,Kaiser Foundation Hospital – Baldwin Park,,.,.,.,,.,.,.,,0,0,17,,.,.,.,,4.6,6,102,,2,7,439,,8.4,13,238,,1.7,4,325,,3.4,3,112,,3.2,12,407,,.,.,.,,0,0,58,
105,Los Angeles,Kaiser Foundation Hospital – Downey,,0,0,3,,0,0,4,,0,0,24,,.,.,.,,6.5,12,142,,1,5,613,Better,12.2,20,254,,2.5,6,344,,4.9,3,84,,4,12,360,,.,.,.,,0,0,26,
106,Los Angeles,Kaiser Foundation Hospital – South Bay*,,.,.,.,,0,0,10,,2.9,1,20,,.,.,.,,3.9,5,93,,3,12,549,,7.2,11,225,,2.6,7,325,,5.5,3,74,,4,11,318,,.,.,.,,0,0,56,
107,Los Angeles,Kaiser Foundation Hospital – Panorama City,,0,0,5,,0,0,5,,0,0,6,,.,.,.,,3.7,5,107,,2.1,8,398,,8,14,210,,2.6,7,247,,2.4,3,119,,4.8,27,472,,0,0,26,,0,0,26,
108,Los Angeles,Kaiser Foundation Hospital – Sunset,,0,0,7,,0,0,13,,0,0,18,,6.1,17,432,,6,43,1103,,3.7,22,619,,8.1,44,476,,2,6,276,,3,2,48,,3.9,13,303,,1.6,11,1041,,0,0,14,
109,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,,0,0,3,,.,.,.,,0,0,12,,.,.,.,,3,3,98,,2.9,12,452,,6.9,11,228,,2.1,6,328,,0,0,40,,4.3,14,282,,.,.,.,,0,0,18,
110,Los Angeles,Kaiser Foundation Hospital – Woodland Hills,,.,.,.,,.,.,.,,0,0,19,,5.2,4,68,,5.1,8,113,,4.8,24,364,Worse,9.3,29,288,,1.7,4,285,,2.8,6,179,,4.5,16,268,,.,.,.,,1.1,1,75,
111,Los Angeles,Lakewood Regional Medical Center,,.,.,.,,.,.,.,,21.1,1,5,,8.8,3,28,,9.4,23,279,,4.5,16,450,,10.1,17,179,,2.6,4,167,,3,3,100,,4.6,8,214,,2.1,7,337,,0,0,20,
112,Los Angeles,Lancaster Community Hospital,,.,.,.,,.,.,.,,45.7,1,5,,9.9,4,18,,11.4,12,125,,2.7,5,261,,12.3,14,119,,2.6,3,123,,2.2,1,68,,3.6,8,223,,5.4,4,159,,0,0,8,
113,Los Angeles,Long Beach Memorial Medical Center,,0,0,3,,.,.,.,,0,0,29,,10.6,15,156,,7,19,347,,3,15,696,,10.8,60,560,,3.4,10,350,,0.8,1,141,,4.6,20,457,,1.5,7,457,,1.3,1,90,
114,Los Angeles,Los Angeles Community Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,6.8,2,22,,4.9,4,150,,3.3,1,65,,0,0,57,,0,0,9,,5.5,8,122,,.,.,.,,.,.,.,
115,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,,.,.,.,,0,0,4,,0,0,15,,7.5,5,91,,6.4,9,295,,2.6,8,560,,10.2,15,221,,3.1,5,231,,0,0,30,,5.3,11,293,,2.5,4,368,,0,0,7,
116,Los Angeles,Los Angeles County/Olive View – UCLA Medical Center,,.,.,.,,0,0,4,,.,.,.,,.,.,.,,6.8,3,44,,1.4,3,383,,7.4,4,109,,1.5,1,144,,.,.,.,,4.5,8,318,,.,.,.,,0,0,7,
117,Los Angeles,Los Angeles County/University of Southern California Medical Center,,.,.,.,,10.3,1,14,,0,0,7,,15.7,18,225,Worse,12.5,18,295,Worse,3.6,10,753,,18.5,45,221,Worse,3.2,7,326,,5.4,2,32,,5,10,471,,2.3,7,417,,0,0,20,
118,Los Angeles,Los Angeles Metropolitan Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,4,,5.3,4,111,,0,0,18,,3.8,1,34,,0,0,6,,3.6,5,104,,.,.,.,,.,.,.,
119,Los Angeles,Marina Del Rey Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,4.7,4,52,,1.8,4,179,,4,2,69,,0,0,83,,1.6,1,43,,3.9,7,124,,.,.,.,,.,.,.,
120,Los Angeles,Memorial Hospital of Gardena,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,6.2,4,38,,1.3,3,269,,3.2,3,118,Better,1.5,4,146,,0,0,18,,3.1,5,133,,.,.,.,,.,.,.,
121,Los Angeles,Methodist Hospital of Southern California,,.,.,.,,.,.,.,,6.6,1,4,,6.4,2,28,,6.7,26,341,,2.9,15,511,,9.3,33,360,,0.4,1,241,,1.6,3,190,,3,14,395,,1.7,6,327,,0,0,42,
122,Los Angeles,Mission Community Hospital – Panorama Campus,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,6.6,7,43,,1.4,3,139,,9.3,2,23,,0,0,83,,3,1,27,,1.3,1,80,,.,.,.,,.,.,.,
123,Los Angeles,Monterey Park Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,2.6,1,23,,1.5,2,128,,5.1,1,33,,2.6,2,88,,0,0,21,,3.7,4,109,,.,.,.,,.,.,.,
124,Los Angeles,Motion Picture and Television Hospital,View Comment Letter,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,10,,0,0,3,,0,0,17,,.,.,.,,30.1,3,15,Worse,.,.,.,,.,.,.,
125,Los Angeles,Northridge Hospital Medical Center,,.,.,.,,15.1,1,5,,0,0,7,,10.6,9,45,,5.8,19,293,,1.2,6,408,Better,9.9,37,304,,2.3,6,215,,2.2,4,147,,2.7,12,310,,1.7,7,338,,0,0,38,
126,Los Angeles,Norwalk Community Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,3,1,22,,0.6,1,98,,8.4,2,19,,4.8,2,38,,0,0,6,,4.6,2,61,,.,.,.,,.,.,.,
127,Los Angeles,Olympia Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,3.8,4,58,,3.2,9,272,,6,3,85,,1.7,3,138,,0,0,45,,2.8,11,224,,.,.,.,,0,0,3,
128,Los Angeles,"Pacific Alliance Medical Center, Inc.",,.,.,.,,.,.,.,,.,.,.,,0,0,6,,0,0,18,,3.1,7,176,,7,3,79,,1.5,2,82,,4.5,1,17,,6.6,8,119,,.,.,.,,.,.,.,
129,Los Angeles,Pacific Hospital of Long Beach,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,11,,2.2,2,82,,9,1,21,,0.9,1,80,,3.4,1,15,,2.6,4,105,,.,.,.,,.,.,.,
130,Los Angeles,Pacifica Hospital of the Valley,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,14.4,5,13,,2.7,2,79,,11.6,4,34,,13.6,6,61,Worse,30.9,1,9,,1.4,2,98,,.,.,.,,.,.,.,
131,Los Angeles,Pomona Valley Hospital Medical Center,,.,.,.,,0,0,3,,0,0,9,,11.2,6,82,,4.8,14,276,,2.3,16,570,,9.9,29,346,,2.2,7,318,,2.3,3,126,,3.9,12,286,,1.3,5,240,,7.4,1,10,
132,Los Angeles,Presbyterian Intercommunity Hospital,,.,.,.,,.,.,.,,0,0,8,,2.6,1,40,,4.2,26,552,Better,2.3,13,549,,5.5,24,389,Better,1,3,320,,1.3,2,181,,1.6,6,363,Better,0.3,1,313,Better,0,0,37,
133,Los Angeles,Providence Holy Cross Medical Center,,0,0,3,,.,.,.,,0,0,9,,13.3,6,52,,8.2,14,264,,1.9,12,473,,9,24,280,,1.1,3,235,,0.8,1,117,,3.5,17,386,,2.7,12,379,,0,0,46,
134,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,,.,.,.,,.,.,.,,.,.,.,,6.9,3,15,,9.8,4,24,,2.6,4,180,,8.4,19,145,,1.8,2,120,,4.4,3,69,,2.1,3,145,,.,.,.,,8.4,1,16,
135,Los Angeles,Providence Little Company of Mary Medical Center – Torrance,,.,.,.,,.,.,.,,0,0,9,,7.7,3,37,,7.4,22,308,,2.7,15,581,,8.4,35,336,,1.3,4,326,,1.5,3,172,,3.6,17,410,,1.7,6,413,,2.3,1,25,
136,Los Angeles,Providence Saint Joseph Medical Center,,0,0,3,,.,.,.,,0,0,11,,12.6,13,123,Worse,7.3,13,269,,3.2,22,545,,11.8,48,403,,3.8,10,293,,2.4,4,194,,3.4,13,288,,3.5,12,351,,1.3,1,58,
137,Los Angeles,Providence Tarzana Medical Center,,.,.,.,,.,.,.,,1.6,1,39,,9.1,1,10,,5.1,9,159,,2.4,13,371,,8.6,13,167,,1.1,2,166,,0.7,1,112,,2.1,11,329,Better,1.8,5,270,,0.9,1,103,
138,Los Angeles,Ronald Reagan UCLA Medical Center,,0,0,15,,0,0,55,,0,0,66,,4.6,28,674,Better,6.2,12,185,,3.6,17,386,,9.2,70,498,,2,4,159,,7.1,3,43,,5.2,13,254,,3.1,11,190,,0,0,42,
139,Los Angeles,Saint Francis Medical Center,,.,.,.,,.,.,.,,0,0,6,,4.4,1,25,,9.5,19,169,,2.5,15,575,,8.9,23,178,,2.4,6,215,,3,2,45,,2.7,7,217,,3.6,7,146,,0,0,13,
140,Los Angeles,Saint John’s Health Center,,.,.,.,,9.7,1,7,,0,0,8,,1.3,2,131,Better,5.4,9,170,,3,11,308,,5.5,8,142,Better,1.4,4,214,,1.3,2,144,,3.3,11,293,,1.3,3,335,,0,0,42,
141,Los Angeles,Saint Mary Medical Center,,.,.,.,,.,.,.,,0,0,3,,0,0,17,,6.8,14,205,,1,3,297,Better,5.7,8,133,,1.1,3,185,,0,0,60,,4.6,21,319,,2.3,3,180,,0,0,18,
142,Los Angeles,Saint Vincent Medical Center,,.,.,.,,0,0,6,,0,0,12,,1.8,1,236,,7.5,11,133,,3.4,12,423,,9.4,8,128,,0.7,1,142,,0,0,47,,4.3,10,282,,1.4,3,115,,0,0,14,
143,Los Angeles,San Dimas Community Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,6.3,2,16,,4.7,4,72,,7.8,6,67,,1.6,1,50,,0,0,35,,1.1,1,73,,.,.,.,,.,.,.,
144,Los Angeles,San Gabriel Valley Medical Center,,.,.,.,,.,.,.,,.,.,.,,6.5,1,17,,8.4,9,47,,2.4,8,270,,8.9,9,122,,2.1,3,145,,4.3,3,66,,2.7,13,328,,.,.,.,,.,.,.,
145,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,,.,.,.,,.,.,.,,.,.,.,,8.9,1,14,,4.1,7,134,,2.3,10,331,,12.7,13,128,,1.5,3,223,,2.6,4,133,,3.6,12,350,,2.1,3,103,,0,0,4,
146,Los Angeles,Sherman Oaks Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,3.5,10,129,Better,0.5,1,96,Better,7.8,6,59,,0,0,75,Better,0,0,37,,2.4,3,87,,.,.,.,,.,.,.,
147,Los Angeles,Silver Lake Medical Center – Downtown Campus,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,5,,0,0,92,,0,0,11,,3.9,1,43,,0,0,5,,0,0,49,,.,.,.,,.,.,.,
148,Los Angeles,Temple Community Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,8.9,4,39,,3.7,3,140,,4.6,1,33,,2.1,1,51,,.,.,.,,3.1,2,83,,.,.,.,,.,.,.,
149,Los Angeles,Torrance Memorial Medical Center,,.,.,.,,.,.,.,,0,0,32,,7.1,5,57,,6.4,31,439,,3.8,24,723,,9.4,52,501,,2.3,9,425,,2.6,6,242,,4,23,532,,1.8,15,717,,0,0,80,
150,Los Angeles,Tri-City Regional Medical Center – Hawaiian Gardens,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,5.8,3,18,,2.9,4,122,,11.7,1,17,,3.3,4,89,,0,0,14,,0,0,116,,.,.,.,,.,.,.,
151,Los Angeles,"University of Southern California Kenneth Norris, Jr. Cancer Hospital",,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,4,,.,.,.,,.,.,.,,.,.,.,,.,.,.,
152,Los Angeles,University of Southern California University Hospital*,,0,0,49,,0,0,40,,5.9,2,40,,3.9,6,273,,15.2,11,57,Worse,3.4,4,127,,7.4,10,127,,0,0,45,,19.8,1,8,,9.5,8,62,Worse,3,7,89,,0,0,19,
153,Los Angeles,Valley Presbyterian Hospital,,.,.,.,,.,.,.,,0,0,3,,5.1,1,18,,7,25,293,,2.6,11,355,,13.1,17,128,,3.1,4,118,,3.1,2,69,,5.8,17,216,,1.8,7,254,,0,0,16,
154,Los Angeles,Verdugo Hills Hospital,,.,.,.,,.,.,.,,.,.,.,,0,0,5,,10.5,7,42,,3.9,7,188,,4.5,2,69,,3.3,3,109,,1.7,1,71,,5.2,8,168,,.,.,.,,.,.,.,
155,Los Angeles,West Hills Hospital and Medical Center,,.,.,.,,.,.,.,,.,.,.,,15,3,22,,7.7,14,167,,5.5,12,180,,10.7,12,141,,3.8,7,167,,5.3,5,132,,4.3,18,283,,3.2,3,143,,0,0,24,
156,Los Angeles,White Memorial Medical Center,,.,.,.,,.,.,.,,0,0,5,,16.7,7,25,Worse,5.2,13,225,,1.4,7,458,Better,9.5,44,333,,0.3,1,237,Better,0.9,1,57,,0.7,2,270,Better,1.5,9,314,,0,0,16,
157,Los Angeles,Whittier Hospital Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,3,4,77,,2.5,5,175,,3.6,1,68,,0.5,1,175,,4.7,2,38,,3.4,4,144,,.,.,.,,.,.,.,
158,Madera,Madera Community Hospital,View Comment Letter,.,.,.,,.,.,.,,.,.,.,,.,.,.,,14.2,10,57,Worse,7.3,7,126,,6.9,3,35,,2.5,2,70,,0,0,13,,9.6,17,218,Worse,.,.,.,,.,.,.,
159,Marin,Kaiser Foundation Hospital – San Rafael,,.,.,.,,.,.,.,,0,0,5,,.,.,.,,6.2,7,97,,5.6,10,186,,12.4,12,151,,4.3,4,118,,4.2,3,91,,5.5,9,207,,3,2,24,,0,0,14,
160,Marin,Marin General Hospital,,.,.,.,,.,.,.,,0,0,13,,8.4,6,24,,3.4,5,177,,5,10,189,,11.3,24,190,,2.5,4,173,,2.2,3,116,,4.8,14,286,,1.8,2,187,,0,0,36,
161,Marin,Novato Community Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,11,,1.1,1,62,,0,0,18,,0,0,32,,4.1,1,30,,1.8,1,43,,.,.,.,,.,.,.,
162,Mariposa,John C. Fremont Healthcare District,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,4,,21.7,1,5,,42.9,1,5,,.,.,.,,.,.,.,,12,1,18,,.,.,.,,.,.,.,
163,Mendocino,Frank R. Howard Memorial Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,28,,19.1,2,19,,10.8,1,14,,7.9,1,25,,7.4,2,47,,.,.,.,,.,.,.,
164,Mendocino,Mendocino Coast District Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,4.4,1,14,,0,0,25,,8.7,1,20,,0,0,35,,0,0,14,,12.3,4,56,,.,.,.,,.,.,.,
165,Mendocino,Ukiah Valley Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,10.2,2,6,,3,6,135,,4.7,3,63,,0,0,47,,13.9,4,37,Worse,3.2,6,160,,.,.,.,,.,.,.,
166,Merced,Memorial Hospital Los Banos,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,7.3,1,7,,11.6,4,40,Worse,0,0,18,,0,0,7,,.,.,.,,5.2,3,60,,.,.,.,,.,.,.,
167,Merced,Mercy Medical Center – Merced,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,6.7,11,90,,3.2,16,351,,12,18,201,,2.3,6,241,,0,0,66,,4.8,21,372,,.,.,.,,.,.,.,
168,Modoc,Modoc Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,14,,0,0,3,,.,.,.,,.,.,.,,9,1,25,,.,.,.,,.,.,.,
169,Mono,Mammoth Hospital,View Comment Letter,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,4,,0,0,6,,0,0,7,,.,.,.,,.,.,.,
170,Monterey,Community Hospital Monterey Peninsula,,.,.,.,,.,.,.,,6,1,4,,2.7,1,25,,9.7,12,139,,3.2,7,239,,12.5,22,196,,2.8,8,228,,3.3,3,122,,7.4,20,272,Worse,1.2,2,170,,0,0,48,
171,Monterey,George L. Mee Memorial Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,39,,0,0,7,,0,0,13,,0,0,4,,7.1,2,35,,.,.,.,,.,.,.,
172,Monterey,Natividad Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,10.2,3,12,,2.7,2,87,,24.4,2,32,,4.3,2,71,,0,0,5,,7.3,6,147,,.,.,.,,.,.,.,
173,Monterey,Salinas Valley Memorial Hospital,,.,.,.,,.,.,.,,0,0,4,,4.6,3,48,,5,11,240,,4.5,17,338,,10.5,21,192,,3,5,162,,1.5,1,93,,4.7,13,227,,2.5,9,235,,0,0,29,
174,Napa,Queen of the Valley Hospital – Napa,,.,.,.,,.,.,.,,0,0,13,,.,.,.,,8.6,20,201,,2.1,7,265,,13.6,13,118,,2,4,148,,4.1,3,76,,4.2,10,215,,2.6,6,172,,0,0,20,
175,Napa,Saint Helena Hospital,,.,.,.,,.,.,.,,0,0,10,,.,.,.,,7,6,86,,2.1,3,140,,10.1,3,61,,0,0,87,,3.4,1,29,,1,1,83,,1.3,2,282,,1.6,1,64,
176,Nevada,Sierra Nevada Memorial Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,3.4,2,41,,3.2,7,173,,14.1,12,109,,2.3,2,92,,4.1,4,88,,5.9,10,199,,.,.,.,,0,0,12,
177,Nevada,Tahoe Forest Hospital,View Comment Letter,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,17,2,19,,12.7,1,14,,0,0,13,,0,0,25,,0,0,43,,.,.,.,,0,0,3,
178,Orange,AHMC Anaheim Regional Medical Center,,.,.,.,,.,.,.,,0,0,17,,0,0,23,,7,18,273,,1.2,5,535,Better,8.1,13,202,,1.5,3,241,,2.6,2,96,,1.7,5,325,Better,2,4,229,,0.8,1,56,
179,Orange,Anaheim General Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,20,,0,0,3,,0,0,9,,.,.,.,,3.5,1,15,,.,.,.,,.,.,.,
180,Orange,Chapman Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,15.3,1,3,,7.5,2,35,,0,0,14,,4.1,1,26,,0,0,15,,6.5,3,59,,.,.,.,,.,.,.,
181,Orange,Coastal Communities Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,6.2,1,13,,1.6,1,80,,0,0,22,,1,1,71,,0,0,10,,7.8,7,127,,.,.,.,,.,.,.,
182,Orange,College Hospital Costa Mesa,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,8,,.,.,.,,.,.,.,
183,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,,.,.,.,,0,0,8,,0,0,22,,8.2,6,55,,6.6,20,310,,2.4,11,487,,9.1,27,297,,2.3,5,240,,1.9,2,88,,1.4,5,347,Better,1.1,4,257,,0,0,25,
184,Orange,Garden Grove Hospital and Medical Center,,.,.,.,,.,.,.,,.,.,.,,3.9,1,14,,8.1,10,64,,2.3,3,106,,9.5,9,95,,3.8,5,96,,3,1,40,,0.7,1,106,Better,.,.,.,,.,.,.,
185,Orange,Hoag Memorial Hospital Presbyterian,,0,0,8,,.,.,.,,1.6,1,35,,5.9,22,340,,5.5,17,354,,3.7,25,552,,7.4,46,547,Better,2.1,8,412,,2.5,5,275,,4.6,27,589,,1.4,7,380,,0,0,92,
186,Orange,Hoag Orthopedic Institute,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,10,,.,.,.,,.,.,.,,.,.,.,
187,Orange,Huntington Beach Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,4.8,4,32,,0.4,1,130,Better,0,0,36,Better,1.1,2,75,,0,0,20,,0,0,80,Better,.,.,.,,.,.,.,
188,Orange,Kaiser Foundation Hospital – Anaheim,,.,.,.,,19.6,1,7,,4.5,1,33,,8.2,10,200,,8.8,20,165,,3.4,17,491,,8,36,470,,2.2,7,378,,3,5,185,,2.9,16,548,,0,0,13,,0,0,57,
189,Orange,La Palma Intercommunity Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,5,5,50,,0.8,1,130,,11,3,45,,0,0,75,,0,0,35,,1.5,2,108,,.,.,.,,.,.,.,
190,Orange,Los Alamitos Medical Center,,.,.,.,,.,.,.,,0,0,11,,15.9,7,27,Worse,12.2,17,135,Worse,3.9,11,282,,10.5,32,326,,4.4,6,186,,1.1,1,139,,7,21,305,Worse,4.6,4,84,,0,0,50,
191,Orange,Mission Hospital Laguna Beach,,.,.,.,,.,.,.,,.,.,.,,0,0,10,,7.6,1,8,,2.1,1,37,,6.5,1,19,,0,0,48,,0,0,43,,3.3,2,67,,.,.,.,,0,0,3,
192,Orange,Mission Hospital Regional Medical Center,,.,.,.,,.,.,.,,0,0,8,,4.3,8,143,,7.6,16,258,,3.3,16,363,,8.4,43,475,,2.4,6,254,,0.8,1,132,,2.9,8,278,,2,9,460,,0,0,12,
193,Orange,Orange Coast Memorial Medical Center,,.,.,.,,0,0,5,,.,.,.,,0,0,23,,7.1,14,143,,3,9,334,,5.1,6,154,Better,0.5,1,196,,1,1,132,,4.2,12,238,,1.5,1,96,,1.7,1,20,
194,Orange,Placentia Linda Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,6.2,3,32,,3,4,168,,9.7,3,57,,2.8,2,110,,1.4,1,86,,3.4,5,185,,.,.,.,,.,.,.,
195,Orange,Saddleback Memorial Medical Center,,.,.,.,,.,.,.,,0,0,19,,10.6,2,42,,4.1,19,313,Better,2.4,20,595,,11.6,35,319,,0.9,3,280,,1.7,6,281,,3.4,18,430,,0.9,4,378,,0,0,42,
196,Orange,Saint Joseph Hospital – Orange,,0,0,3,,0,0,3,,0,0,57,,3.9,9,166,,5.8,12,214,,3,16,384,,4.8,19,330,Better,0.9,3,237,,1.7,4,179,,2.5,9,276,,1.7,4,223,,0,0,88,
197,Orange,Saint Jude Medical Center,,.,.,.,,.,.,.,,0,0,27,,6.5,8,68,,4.1,15,371,Better,1.9,12,578,,9.4,37,362,,1.5,4,281,,3.4,6,211,,4.6,20,382,,0.9,4,370,,0,0,58,
198,Orange,UC Irvine Medical Center,,0,0,17,,2.9,1,33,,0,0,17,,6.4,15,156,,4.1,4,95,,0.6,1,223,,11,54,269,,1.7,3,135,,2.3,1,21,,2.7,4,166,,1.2,2,130,,0,0,26,
199,Orange,West Anaheim Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,3.9,6,124,,2.1,8,249,,1.2,1,83,Better,3,8,125,,0,0,47,,2.1,10,268,Better,1,2,114,,0,0,3,
200,Orange,Western Medical Center – Anaheim,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,4.7,4,98,,6,3,45,,0,0,16,,0,0,41,,0,0,12,,5.4,3,52,,0,0,97,,0,0,3,
201,Orange,Western Medical Center – Santa Ana,View Comment Letter,.,.,.,,.,.,.,,.,.,.,,8.4,4,55,,7,15,253,,4.9,8,182,,12.6,24,198,,1.9,2,103,,0,0,36,,3.5,5,146,,1.2,4,309,,0,0,22,
202,Placer,Sutter Auburn Faith Hospital,,.,.,.,,.,.,.,,0,0,6,,.,.,.,,4.1,2,25,,1.6,2,109,,8.1,8,90,,1.8,2,66,,2.4,2,85,,4.5,7,147,,.,.,.,,0,0,13,
203,Placer,Sutter Roseville Medical Center,,.,.,.,,37.6,1,3,,0,0,11,,6.9,9,62,,6.7,16,236,,0.9,4,316,Better,9.7,36,302,,1.7,6,291,,3.1,7,173,,1.5,6,364,Better,2.1,5,205,,0,0,35,
204,Plumas,Eastern Plumas Hospital – Portola Campus,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,11.8,2,20,,0,0,3,,0,0,8,,.,.,.,,0,0,22,,.,.,.,,.,.,.,
205,Plumas,Plumas District Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,10,,60.8,1,5,,0,0,9,,.,.,.,,7,1,29,,.,.,.,,.,.,.,
206,Plumas,Seneca Healthcare District,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,11,,.,.,.,,.,.,.,,.,.,.,,0,0,32,,.,.,.,,.,.,.,
207,Riverside,Corona Regional Medical Center – Main,,.,.,.,,.,.,.,,9.5,1,7,,.,.,.,,9.3,10,66,,4.3,14,311,,12,10,109,,4,6,139,,2.3,2,75,,6.6,17,228,,.,.,.,,0,0,16,
208,Riverside,Desert Regional Medical Center,,.,.,.,,.,.,.,,4,1,18,,5.8,7,89,,5.5,16,352,,2.9,10,398,,7.8,36,382,,2.6,6,245,,2.1,3,160,,4,11,345,,1.6,9,464,,0,0,52,
209,Riverside,Eisenhower Medical Center,,.,.,.,,.,.,.,,0,0,24,,9.4,8,68,,7.2,27,426,,2.5,16,607,,8.8,33,435,,2.2,9,418,,2,6,284,,4,29,680,,2.9,11,610,,0,0,93,
210,Riverside,Hemet Valley Medical Center,,.,.,.,,.,.,.,,0,0,9,,.,.,.,,9,22,146,,2.7,12,455,,10,19,224,,4.6,12,233,Worse,4.1,6,169,,5.1,17,322,,.,.,.,,0,0,21,
211,Riverside,John F. Kennedy Memorial Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,7.3,5,86,,2.5,3,149,,4.6,1,43,,4,2,79,,1.7,1,72,,3.6,6,194,,2.8,1,35,,0,0,7,
212,Riverside,Kaiser Foundation Hospital – Moreno Valley,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,11.6,5,18,,2.5,3,116,,8.2,2,43,,2.5,2,83,,3.7,2,30,,2.1,2,110,,.,.,.,,0,0,5,
213,Riverside,Kaiser Foundation Hospital – Riverside,,0,0,11,,10.1,1,9,,0,0,8,,.,.,.,,6.3,10,130,,3.9,13,344,,8.6,13,188,,2.5,5,243,,3.7,3,112,,3.1,9,303,,.,.,.,,0,0,52,
214,Riverside,Menifee Valley Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,9.5,15,77,,4.1,7,187,,10.4,7,76,,1.3,1,114,,5.7,3,93,,6.9,15,138,,.,.,.,,0,0,16,
